Frame,X,Y,Z,Rotation_1,Rotation_2,Rotation_3
129,9.490193703372853,1.1411328814888917,-9.706381828205174,[-0.99683362 -0.00334665 -0.07944522],[ 0.00943273 -0.99703599 -0.07635615],[-0.0789542  -0.07686376  0.99391056]
130,9.56648805710783,0.6974397743643881,-9.641945411690571,[-9.99984440e-01  6.20859795e-04  5.54392278e-03],[-5.91046371e-04 -9.99985365e-01  5.37769673e-03],[0.00554718 0.00537434 0.99997017]
131,7.8483505214728515,1.1221053884522703,-9.437719754583545,[-0.93645393 -0.01301232 -0.35054917],[ 0.12982293 -0.94121359 -0.31187014],[-0.32588349 -0.33756134  0.88309246]
132,9.95835173482985,1.5518413677926017,-9.536085640712733,[ 9.99999780e-01 -1.91600491e-05  6.63053873e-04],[ 1.96167968e-05  9.99999763e-01 -6.88854976e-04],[-6.63040517e-04  6.88867832e-04  9.99999543e-01]
134,9.469457540588172,1.78968340478187,-9.623024254645426,[ 0.99981938 -0.0016749   0.01893163],[ 0.0020389   0.99981312 -0.0192242 ],[-0.01889589  0.01925932  0.99963595]
135,11.170583981937954,1.0068695747901593,-9.14330410845553,[ 0.98803214 -0.0061573  -0.15412519],[0.02986113 0.98793559 0.15195916],[ 0.1513301  -0.15474289  0.97629598]
136,11.203089801454388,1.1712315484773173,-9.079046801248415,[ 0.97987876 -0.00222612 -0.19958119],[0.04209844 0.97974748 0.19576161],[ 0.19510338 -0.2002247   0.96012746]
137,10.130410513859248,1.4131822080131418,-9.289719925156513,[-9.99995719e-01  9.43229874e-05 -2.92469093e-03],[-8.57936103e-05 -9.99995744e-01 -2.91632282e-03],[-0.00292495 -0.00291606  0.99999147]
138,9.421127939084995,2.481005157491212,-9.205399065535465,[ 0.99247572  0.02617447 -0.11961123],[-0.01117665  0.99217194  0.12437814],[ 0.12193044 -0.12210543  0.9849991 ]
139,9.407897018540895,0.985928811738475,-9.38742854616036,[-0.99911846 -0.0021667  -0.0419239 ],[ 0.00389812 -0.99914077 -0.04126161],[-0.04179847 -0.04138866  0.99826843]
140,10.238979864182333,1.3830719218772394,-9.172261939833215,[-9.99056973e-01 -5.95378900e-04  4.34143909e-02],[ 0.00244985 -0.99908601  0.04267483],[0.0433493  0.04274095 0.9981453 ]
141,10.111033770522404,1.2185788112460845,-9.206363207533004,[ 9.99796669e-01 -3.36942513e-04 -2.01620047e-02],[7.48683545e-04 9.99791259e-01 2.04175696e-02],[ 0.02015092 -0.02042851  0.99958822]
142,9.655831050597607,1.0510843153995801,-9.251365765553013,[-9.99956820e-01  4.53568734e-04  9.28187805e-03],[-3.68637970e-04 -9.99958071e-01  9.14983628e-03],[0.00928564 0.00914602 0.99991506]
143,9.850152054868289,1.4853671504613666,-9.106392163139098,[ 9.99707011e-01  6.24535790e-04 -2.41971328e-02],[-2.86706408e-05  9.99696931e-01  2.46179693e-02],[ 0.02420517 -0.02461006  0.99940405]
144,9.22648969901486,1.2111926681926826,-9.350271170391466,[-0.99516924 -0.00188088 -0.09815619],[ 0.01145219 -0.99521468 -0.09703907],[-0.09750396 -0.0976944   0.99042859]
145,10.113429932229595,1.3040319225351114,-9.090204668876405,[-9.99520361e-01 -1.27449783e-04  3.09682314e-02],[ 0.00108905 -0.99951767  0.03103614],[0.03094934 0.03105498 0.9990384 ]
146,9.92677979026591,1.458578109234537,-8.988739066030794,[-0.99949398  0.0010593  -0.03179095],[-4.71823442e-05 -9.99493596e-01 -3.18205882e-02],[-0.03180855 -0.03180299  0.99898788]
147,9.786192534851562,1.3060202079973424,-9.014048992498674,[ 9.99742003e-01 -5.79440972e-05  2.27139490e-02],[ 5.72362793e-04  9.99743477e-01 -2.26418529e-02],[-0.02270681  0.02264901  0.99948558]
148,10.017616099618152,1.1837595343931324,-9.069518111134714,[9.99951814e-01 2.01283706e-04 9.81475422e-03],[-1.04986145e-04  9.99951865e-01 -9.81103850e-03],[-0.00981626  0.00980954  0.9999037 ]
149,8.518624326819051,0.4685420445797597,-9.154608306617279,[-0.99192008 -0.0175116  -0.12564993],[ 0.03315486 -0.99178918 -0.12351106],[-0.12245536 -0.12667901  0.98435619]
150,9.667287706639495,1.6621431783358407,-8.9783914927009,[ 0.99973121  0.00205248 -0.02309302],[-0.00152345  0.99973653  0.02290321],[ 0.02313395 -0.02286187  0.99947094]
151,8.619354196881615,0.7757213692719069,-9.031265234111373,[-0.98381691 -0.01308254 -0.17869845],[ 0.04471059 -0.98370623 -0.17413504],[-0.17350865 -0.17930671  0.96837175]
152,9.303312472192198,0.9680021126894958,-9.007485756707178,[-0.99715167 -0.00353333 -0.07533959],[ 0.00913797 -0.99720319 -0.07417744],[-0.07486678 -0.07465461  0.99439512]
153,9.61586504419791,0.8972262305755927,-8.835493103963927,[-9.99979745e-01  4.33957824e-04  6.34987255e-03],[-3.94001880e-04 -9.99980126e-01  6.29229940e-03],[0.00635248 0.00628967 0.99996004]
154,10.007645641421254,1.2579112129231,-8.81203295168878,[ 9.99992421e-01 -1.44199085e-05 -3.89338386e-03],[2.97387827e-05 9.99992259e-01 3.93456206e-03],[ 0.0038933  -0.00393465  0.99998468]
155,10.18069823194487,1.2188865094295662,-8.75034530656417,[ 9.99797052e-01 -2.90721713e-04 -2.01437471e-02],[7.01429234e-04 9.99791963e-01 2.03847698e-02],[ 0.02013363 -0.02039476  0.99958926]
156,10.310811598783717,1.3857703776684245,-8.650935153439736,[-9.99139656e-01 -6.08359928e-04  4.14677945e-02],[ 0.00229375 -0.99917253  0.04060786],[0.04140878 0.04066804 0.99831429]
157,10.394027884194406,1.3114910486959828,-8.55402897633924,[ 9.97751844e-01 -8.65801349e-05 -6.70167877e-02],[0.00467086 0.99765723 0.06825128],[ 0.06685387 -0.06841087  0.99541474]
158,10.03041591938869,0.927368104170836,-8.620717261340536,[-0.99796131  0.00465444  0.06365182],[-6.43711506e-04 -9.98020486e-01  6.28863609e-02],[0.06381852 0.06271718 0.99598883]
159,9.704269755904402,1.0161798190918279,-8.558588868825328,[-0.99977564 -0.00113657 -0.02115142],[ 0.0015739  -0.99978509 -0.02067095],[-0.02112338 -0.0206996   0.99956257]
160,9.9246761452761,1.3620905571289696,-8.534097234969654,[ 9.99912603e-01 -1.71746410e-04  1.32195270e-02],[ 3.51781148e-04  9.99907213e-01 -1.36177285e-02],[-0.01321596  0.01362119  0.99981988]
161,9.79436000366752,1.245347095404115,-8.478345547669436,[-9.99335528e-01 -4.16861332e-04 -3.64462399e-02],[ 0.00169704 -0.99938232 -0.03510115],[-0.0364091  -0.03513968  0.99871897]
162,9.479981730113181,0.9616152425797843,-8.605845735023657,[-0.99857074 -0.00329927 -0.05334413],[ 0.00605293 -0.99865249 -0.05154189],[-0.0531022  -0.05179111  0.99724512]
163,9.933306924364286,1.262026132843257,-8.434874782672784,[ 9.99702726e-01 -2.86749534e-05  2.43815210e-02],[ 6.43253317e-04  9.99682241e-01 -2.51992586e-02],[-0.02437305  0.02520745  0.99938508]
164,9.670341305611311,0.8930990226654248,-8.388068885774446,[-9.99970513e-01 -5.56335457e-04 -7.65920988e-03],[ 6.12966518e-04 -9.99972480e-01 -7.39349074e-03],[-0.00765489 -0.00739797  0.99994333]
165,9.860207502294218,0.989527340211034,-8.368477370449488,[-0.99977259  0.00121497  0.02129082],[-7.80523089e-04 -9.99791560e-01  2.04016414e-02],[0.02131117 0.02038038 0.99956514]
166,9.81251080809551,1.1605616603134878,-8.294165916971155,[-9.99799393e-01 -4.40825871e-04 -2.00244769e-02],[ 8.24362045e-04 -9.99816298e-01 -1.91491535e-02],[-0.02001236 -0.01916182  0.99961609]
167,9.50405447803672,1.2834456670035217,-8.332687730501478,[ 0.99555499 -0.00100547  0.09417672],[ 0.0102062   0.99520609 -0.09726595],[-0.09362745  0.09779479  0.99079265]
168,9.414507572189795,1.3020125408267522,-8.326785985800747,[ 0.99504381 -0.00209879  0.09941538],[ 0.0121814   0.99481986 -0.10092108],[-0.09868858  0.10163192  0.9899149 ]
169,10.507178510938736,1.1050880186730583,-8.06301535390034,[ 0.99477162 -0.00212314 -0.10210248],[0.01261304 0.99468353 0.10220362],[ 0.10134266 -0.10295708  0.98950973]
170,9.7554796709,1.4339615994823698,-8.14323100837899,[ 9.99849673e-01  9.04917613e-04 -1.73150753e-02],[-6.01275543e-04  9.99846096e-01  1.75334604e-02],[ 0.01732828 -0.01752041  0.99969634]
171,10.104217973074395,1.2253408770009053,-8.057002950327021,[-9.99449540e-01 -3.10222113e-04  3.31741035e-02],[ 0.0014045  -0.99945543  0.0329677 ],[0.03314581 0.03299615 0.99890571]
172,9.726561491571413,1.2156403666980358,-8.09245022177359,[ 9.99295625e-01 -2.46461712e-04  3.75259091e-02],[ 0.00167468  0.99927509 -0.03803285],[-0.03748933  0.0380689   0.99857163]
173,9.787816181559283,1.1167852159380218,-8.041012499516057,[-9.99907017e-01 -2.31113086e-04 -1.36346713e-02],[ 4.13231215e-04 -9.99910724e-01 -1.33556823e-02],[-0.01363037 -0.01336007  0.99981784]
174,9.691987601356011,1.0322236019203044,-8.033881384971457,[-9.99848912e-01 -5.70472972e-04 -1.73732171e-02],[ 8.66375235e-04 -9.99854615e-01 -1.70293332e-02],[-0.01736098 -0.01704181  0.99970404]
175,9.917405187190587,1.06323408998532,-7.9496738639738265,[9.99807246e-01 4.77590368e-04 1.96275896e-02],[-8.49558459e-05  9.99799973e-01 -2.00001821e-02],[-0.01963322  0.01999466  0.9996073 ]
176,9.832458595864894,1.168421740280855,-7.9288779241664145,[-9.99930336e-01 -3.40326804e-06 -1.18035232e-02],[ 1.39665105e-04 -9.99933363e-01 -1.15433615e-02],[-0.0118027  -0.01154421  0.9998637 ]
177,9.829902000411561,1.095739779208142,-7.887613626673907,[-9.99973383e-01  1.29329503e-04  7.29490304e-03],[-7.73470025e-05 -9.99974609e-01  7.12569796e-03],[0.00729564 0.00712494 0.999948  ]
178,9.805134363218304,1.0219523839523748,-7.862394989417053,[-9.99836821e-01  6.03853783e-04  1.80545251e-02],[-2.84455306e-04 -9.99843513e-01  1.76881085e-02],[0.01806238 0.01768009 0.99968053]
179,9.766888081292896,1.0907321332926576,-7.882548435112781,[-9.99906938e-01 -1.90790932e-04 -1.36410997e-02],[ 3.74344300e-04 -9.99909412e-01 -1.34546201e-02],[-0.0136373  -0.01345847  0.99981643]
180,10.061427388283018,1.131436828621005,-7.764352276769646,[ 9.99311074e-01 -4.61475758e-05 -3.71130134e-02],[0.00143554 0.99929894 0.03741089],[ 0.03708527 -0.0374384   0.99861056]
181,9.760845157296128,0.7919624588080406,-7.77479561443781,[-0.99883341  0.00396987  0.04812537],[-0.00166143 -0.99885015  0.04791262],[0.04826024 0.04777677 0.9976915 ]
182,9.709475083333551,1.032319896208607,-7.742105297610312,[-9.99919474e-01 -3.87503764e-04 -1.26844641e-02],[ 5.45687718e-04 -9.99922103e-01 -1.24696003e-02],[-0.01267864 -0.01247552  0.99984179]
183,9.594048835494307,0.705567479986247,-7.683984183172395,[-0.99925508  0.00416098  0.03836618],[-0.00268686 -0.99925907  0.03839403],[0.03849751 0.03826235 0.99852588]
184,9.397535935668143,1.6160126238199335,-7.741573203644913,[ 0.99994325 -0.00122404  0.01058273],[ 0.00133613  0.99994302 -0.01059148],[-0.01056917  0.01060502  0.99988791]
185,9.406463992303104,1.0779575416595357,-7.777760484415227,[-0.99389353 -0.00141855 -0.11033421],[ 0.01365035 -0.99381732 -0.11018534],[-0.10949574 -0.1110186   0.98776797]
186,9.242574197124338,2.276545051018876,-7.552240298651563,[ 0.99389662  0.02933749 -0.10634292],[-0.01742308  0.99363613  0.11128193],[ 0.1089309  -0.10874992  0.98808275]
187,9.855854379437327,0.8963477744664599,-7.521130744593437,[-0.99733199  0.00551366  0.07279082],[-1.51360853e-04 -9.97297551e-01  7.34681642e-02],[0.07299918 0.07326113 0.99463759]
188,10.557019109104843,1.1542934660917075,-7.378356817980853,[ 0.98671505 -0.00123644 -0.16245581],[0.02730159 0.98701181 0.15831082],[ 0.16015006 -0.16064297  0.97393316]
189,9.873572913321896,1.2626636386262713,-7.533286352461503,[ 9.99995610e-01  5.21950312e-05 -2.96264300e-03],[-4.34692310e-05  9.99995662e-01  2.94526357e-03],[ 0.00296278 -0.00294512  0.99999127]
190,9.24577266481923,2.08821496772327,-7.386336369976611,[ 0.99877053  0.01098737 -0.04833941],[-0.00857656  0.99872237  0.04980033],[ 0.04882483 -0.04932452  0.99758871]
191,9.598478666401666,0.9097921933442527,-7.417710857306554,[-9.99995742e-01  2.45611687e-04  2.90773489e-03],[-2.37129319e-04 -9.99995717e-01  2.91715941e-03],[0.00290844 0.00291646 0.99999152]
192,9.620931273403952,1.1778127457483354,-7.393617772633384,[-9.98129339e-01 -9.38731160e-04 -6.11305218e-02],[ 0.00467238 -0.99812913 -0.06096243],[-0.06095893 -0.06113402  0.99626635]
193,9.64888503034886,1.1506233110823176,-7.350341457636388,[-0.99890676 -0.00105957 -0.04673496],[ 0.00324639 -0.99890177 -0.04674085],[-0.04663411 -0.04684147  0.99781318]
194,9.69713369882889,0.9418230366772473,-7.3000410408402185,[-0.99968871  0.00200245  0.0248693 ],[-0.00138218 -0.99968817  0.02493311],[0.02491147 0.02489098 0.99937974]
195,9.70031430685502,1.0505050997703929,-7.287509760149116,[-9.99992447e-01 -1.99770033e-04 -3.88154872e-03],[ 2.14775173e-04 -9.99992505e-01 -3.86572886e-03],[-0.00388075 -0.00386653  0.99998499]
196,9.647717383518584,1.014209595419246,-7.25640014564555,[-9.99903472e-01 -7.98635128e-04 -1.38711305e-02],[ 9.90271694e-04 -9.99904090e-01 -1.38141282e-02],[-0.01385877 -0.01382653  0.99980836]
197,9.84093270344748,0.993789117599859,-7.172089894487092,[-0.99891752  0.00289759  0.04642613],[-7.41471634e-04 -9.98923036e-01  4.63919988e-02],[0.04651055 0.04630736 0.99784387]
198,9.773735965221109,0.9842603025783548,-7.148651447764221,[-0.9994188   0.00221052  0.03401727],[-0.00105781 -0.9994258   0.03386672],[0.0340726  0.03381106 0.99884727]
199,9.715358868484818,0.9186017999343816,-7.152550286902528,[-0.99918745  0.00341813  0.04015918],[-0.00181374 -0.99920125  0.03991949],[0.04026355 0.03981421 0.99839555]
200,9.768180955852406,1.0256147741821298,-7.091251807746544,[-0.99936713  0.00210481  0.03550915],[-8.55078308e-04 -9.99380867e-01  3.51731537e-02],[0.0355612  0.03512053 0.99875019]
201,9.390828804880085,0.8319782144662956,-7.149610177309349,[-0.99969026 -0.0026096  -0.02475018],[ 0.00322366 -0.99968716 -0.02480288],[-0.02467771 -0.02487499  0.99938593]
202,10.006181668816174,1.001696224451733,-6.993405957898782,[ 9.99998636e-01 -8.13921488e-05 -1.64989442e-03],[8.40814223e-05 9.99998668e-01 1.62996320e-03],[ 0.00164976 -0.0016301   0.99999731]
203,10.01303387024343,0.9850831945835581,-6.98314495877604,[ 9.99981507e-01 -3.35887696e-04 -6.07238006e-03],[3.72337020e-04 9.99981916e-01 6.00234359e-03],[ 0.00607025 -0.00600449  0.99996355]
204,9.731253618990442,1.0394130726562978,-6.939018100548642,[-0.99954553  0.00129483  0.0301175 ],[-3.78292536e-04 -9.99537199e-01  3.04178307e-02],[0.03014295 0.03039261 0.99908343]
205,9.711642423454371,1.0492595922361754,-6.906347070561756,[-9.99798073e-01  7.72865476e-04  2.00802231e-02],[-3.65181769e-04 -9.99793898e-01  2.02984875e-02],[0.02009177 0.02028706 0.99959229]
206,9.574228620012954,0.8975194291605368,-6.902876750991188,[-0.99963019  0.00235862  0.02709111],[-0.00161532 -0.99962253  0.02742604],[0.02714557 0.02737213 0.99925667]
207,9.699603228339651,0.9356243493534427,-6.836633555474248,[-0.99811852  0.00488414  0.0611193 ],[-0.00111788 -0.99810618  0.06150448],[0.06130395 0.06132044 0.99623372]
208,9.819673851227963,0.9989902944071422,-6.788375432389293,[0.99936846 0.00210448 0.03547187],[-8.46099370e-04  9.99370979e-01 -3.54532058e-02],[-0.03552417  0.0354008   0.99874162]
209,9.625110045535124,1.1054273252073763,-6.787012103512899,[-9.99971303e-01 -1.96787160e-04 -7.57325254e-03],[ 2.54200017e-04 -9.99971233e-01 -7.58078819e-03],[-0.00757154 -0.0075825   0.99994259]
210,9.719888288967532,0.9310395514036607,-6.728846493011584,[-0.99692474  0.0064107   0.07810234],[-2.16678591e-04 -9.96869987e-01  7.90580874e-02],[0.07836469 0.07879804 0.99380574]
211,9.754829613142455,0.9790363263608423,-6.687317028186479,[0.9983516  0.00378594 0.05726916],[-5.25259382e-04  9.98382922e-01 -5.68442239e-02],[-0.05739176  0.05672044  0.99673917]
212,9.783020953715152,0.8887413689000304,-6.661560923512513,[0.99722921 0.00670125 0.07408776],[-0.00129968  0.99735178 -0.07271686],[-0.07437886  0.07241909  0.99459703]
213,9.709901189718341,0.9528735512056673,-6.5927814165776155,[-0.99848415  0.00373379  0.05491314],[-6.13026249e-04 -9.98388898e-01  5.67382724e-02],[0.05503652 0.0566186  0.99687778]
214,9.699883207953459,0.9358371926276787,-6.555822562626316,[-0.99802384  0.00482607  0.06265089],[-7.63932814e-04 -9.97904442e-01  6.47003892e-02],[0.06283185 0.06452467 0.99593611]
215,9.727835130635091,1.010138042285826,-6.518863325367405,[-0.99882366  0.00252827  0.04842412],[-1.12112467e-04 -9.98757524e-01  4.98336733e-02],[0.04848994 0.04976962 0.99758293]
216,9.706863653953125,0.8928037694759852,-6.5052336907253485,[-0.99720096  0.00662889  0.07447352],[-8.42168996e-04 -9.96994651e-01  7.74658393e-02],[0.07476322 0.07718629 0.9942096 ]
217,9.745054887293573,1.0351919811022297,-6.456879260462333,[-0.9995049   0.00105164  0.03144595],[-2.60749618e-05 -9.99468604e-01  3.25961357e-02],[0.03146352 0.03257918 0.9989738 ]
218,9.454493584176914,0.5788175608783594,-6.444473777354836,[-0.99548533  0.01857969  0.09307929],[-0.00944391 -0.99517643  0.09764574],[0.09444455 0.09632587 0.990859  ]
219,9.622614362931284,0.7742186333939394,-6.4242980245919465,[-0.9949129   0.01387939  0.09977817],[-0.00362281 -0.99475229  0.1022485 ],[0.10067371 0.10136687 0.98974217]
220,9.683940196369571,0.9635816221048222,-6.3477998061632945,[-0.99765853  0.00525377  0.06818985],[-5.29249245e-04 -9.97608304e-01  6.91186763e-02],[0.06838989 0.06892075 0.99527521]
221,9.658836533736409,1.0145779297472766,-6.330239539214821,[-0.99916988  0.00240118  0.04066682],[-7.32151421e-04 -9.99158602e-01  4.10067327e-02],[0.04073107 0.04094292 0.99833094]
222,9.618428468497912,0.8412720404788293,-6.295195854087503,[-0.99558123  0.01176799  0.09316398],[-0.00296004 -0.99555632  0.09412152],[0.09385761 0.09342985 0.99119202]
223,9.676604007817001,0.9648521352236121,-6.256496480867289,[-0.99683775  0.00674375  0.0791771 ],[-4.72799467e-04 -9.96878103e-01  7.89545660e-02],[0.07946237 0.07866746 0.99372892]
224,9.684121473835832,0.9442445821386142,-6.215154680672281,[0.99573161 0.00854465 0.09189972],[-1.12155098e-06  9.95706492e-01 -9.25666354e-02],[-0.0922961   0.09217142  0.99145643]
225,9.65128991139369,0.9674489528757432,-6.194985492734218,[-0.99757623  0.00567129  0.0693506 ],[-8.48990858e-04 -9.97590798e-01  6.93677062e-02],[0.06957693 0.0691407  0.99517768]
226,9.686798147366781,0.9008251661931674,-6.146169400106892,[0.99469194 0.01095404 0.10231306],[-3.39954522e-04  9.94661881e-01 -1.03187336e-01],[-0.10289722  0.10260483  0.98938588]
227,9.713230730201406,0.9133966068021675,-6.1169626578204905,[0.99653533 0.00849917 0.08273517],[-0.00153486  0.99647484 -0.08387806],[-0.08315641  0.08346046  0.99303543]
228,9.629326925960605,0.913853182481659,-6.103123936631585,[-0.99600404  0.00879617  0.08887391],[-9.22449541e-04 -9.96097967e-01  8.82495875e-02],[0.08930338 0.08781496 0.99212572]
229,9.667777047463437,0.9162038632320304,-6.073475363945078,[0.99640796 0.0080014  0.08430396],[-7.40272623e-04  9.96311096e-01 -8.58117290e-02],[-0.08467959  0.08544108  0.99273823]
230,9.70757800332024,0.9335541285631516,-6.041447204247211,[0.99867882 0.0043145  0.05120552],[-0.00164512  0.99864267 -0.05205874],[-0.05136063  0.05190572  0.99733038]
231,9.77445751629503,0.9156044732420092,-5.978631023590555,[0.99979065 0.00183333 0.02037864],[-0.00141088  0.99978422 -0.02072496],[-0.02041224  0.02069187  0.9995775 ]
232,9.837592649524948,0.9356225831124556,-5.937168620777362,[ 0.99976144 -0.00181281 -0.02176624],[0.00229492 0.99975214 0.02214501],[ 0.0217207  -0.02218968  0.9995178 ]
233,9.898478938598405,1.006239718137879,-5.904917621633889,[ 0.99613159 -0.00475299 -0.08774543],[0.01255037 0.99599468 0.08852737],[ 0.08697321 -0.08928615  0.99220141]
234,10.095753629717251,1.0058371511598694,-5.811060822536225,[ 0.98130874 -0.01004568 -0.19217765],[0.04694307 0.9809649  0.1884256 ],[ 0.18662667 -0.1939251   0.963101  ]
235,10.004800165279965,0.9637814047255103,-5.827164188122312,[ 0.9884616  -0.01085406 -0.15108225],[0.03349348 0.98840154 0.14812357],[ 0.14772219 -0.15147473  0.97736051]
236,9.940466816916887,0.9654342979491264,-5.78784456749352,[ 0.98963407 -0.01042612 -0.14323303],[0.03056051 0.98980651 0.13910115],[ 0.1403227  -0.14203651  0.97986487]
237,9.993991663759997,0.9503708420389735,-5.744958573288995,[ 0.98403737 -0.01413003 -0.17740008],[0.04474404 0.98446542 0.16978164],[ 0.17224522 -0.17500907  0.969383  ]
238,9.984657457509824,0.9216795228692873,-5.744269630411528,[ 0.98465105 -0.01662216 -0.17374124],[0.04589876 0.98507727 0.16587971],[ 0.16839126 -0.17130813  0.9707203 ]
239,9.942977475640205,0.9272392561139998,-5.725733917093205,[ 0.98489344 -0.01700137 -0.17232489],[0.04573717 0.98536822 0.16418767],[ 0.16701205 -0.16958901  0.97126029]
240,9.979790561596142,0.9415108743795955,-5.674725729801066,[ 0.97715662 -0.02073572 -0.21150641],[0.06385991 0.97788366 0.19916188],[ 0.2026989  -0.20811913  0.95686968]
241,10.072726118970687,0.9076049374931074,-5.60110666047914,[ 0.96511251 -0.03081733 -0.26001564],[0.0952943  0.96628695 0.23918304],[ 0.24387873 -0.25561656  0.93551234]
242,10.087288074114948,0.9115412958931041,-5.564159182472453,[ 0.95544914 -0.03488297 -0.29308723],[0.11600565 0.95746148 0.26421621],[ 0.27140308 -0.28644492  0.91885237]
243,10.058994626974732,0.927738027343831,-5.561864819337737,[ 0.95077518 -0.0352194  -0.30787359],[0.12442011 0.95330774 0.27517991],[ 0.2838066  -0.2999399   0.91076334]
244,9.992458176611338,0.9415304504261215,-5.540808861174247,[ 0.95169575 -0.03409391 -0.3051439 ],[0.1215675  0.95444221 0.27250948],[ 0.2819513  -0.29644169  0.91248331]
245,9.834229814758357,0.9213694334849657,-5.580000462871132,[ 0.96997796 -0.02820857 -0.24155132],[0.08286113 0.97215281 0.21920981],[ 0.2286412  -0.2326439   0.94530419]
246,10.032969938646415,0.9317237521600426,-5.47081571601637,[ 0.92532157 -0.03996259 -0.37707159],[0.17147418 0.9310402  0.32211916],[ 0.33819609 -0.36272184  0.86836413]
247,10.109348187176558,0.9502254980949265,-5.408701908056048,[ 0.88937312 -0.04309176 -0.45514675],[0.23350313 0.89871989 0.37118573],[ 0.39305439 -0.4364008   0.80935937]
248,9.98888042691965,0.9769283357772293,-5.44404173295456,[ 0.899681   -0.03490091 -0.43515058],[0.20927726 0.90927344 0.35975663],[ 0.38311503 -0.41473332  0.82536001]
249,9.901701623642873,0.9031402401450874,-5.456540923583569,[ 0.92109765 -0.04269685 -0.38698334],[0.17964823 0.92843757 0.32516179],[ 0.34540649 -0.36902663  0.86285208]
